('Net Income', '125,216,000', '101,832,000', '88,136,000', '72,361,000', '72,738,000')
         3099869 function calls (3069206 primitive calls) in 27.334 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 _decoders.py:260(flush)
       15    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
       38    0.000    0.000    0.000    0.000 typing.py:1070(<genexpr>)
        1    0.000    0.000    0.001    0.001 _browser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:837(HTTPConnection)
        3    0.000    0.000    0.000    0.000 base_events.py:182(_run_until_complete_cb)
        7    0.000    0.000    0.000    0.000 {built-in method _codecs_jp.getcodec}
        3    0.000    0.000    0.000    0.000 base_subprocess.py:156(_connect_pipes)
        1    0.000    0.000    0.000    0.000 _transport.py:1(<module>)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        3    0.000    0.000    0.000    0.000 cookiejar.py:1015(set_ok_domain)
        1    0.000    0.000    0.000    0.000 _tempfile.py:220(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 _object_factory.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _waiter.py:1(<module>)
        1    0.000    0.000    2.245    2.245 _client.py:879(send)
        2    0.000    0.000    0.010    0.005 typing_extensions.py:2942(__call__)
       57    0.000    0.000    0.000    0.000 _models.py:67(_normalize_header_key)
        7    0.000    0.000    0.000    0.000 parse.py:947(quote_from_bytes)
       28    0.000    0.000    0.000    0.000 pathlib.py:437(__str__)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        1    0.000    0.000    0.000    0.000 _network.py:943(__init__)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:207(_process_exited)
        2    0.000    0.000    0.000    0.000 cookiejar.py:232(http2time)
        9    0.000    0.000    0.000    0.000 _readers.py:127(__call__)
       21    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
        2    0.000    0.000    0.000    0.000 _models.py:274(update)
        5    0.000    0.000    0.000    0.000 pathlib.py:711(joinpath)
        1    0.000    0.000    0.000    0.000 subprocess.py:749(Popen)
        2    0.000    0.000    0.000    0.000 asyncio.py:72(_emit_run)
        3    0.000    0.000    0.001    0.000 _browser.py:224(inner)
        3    0.000    0.000    0.000    0.000 cookiejar.py:761(__init__)
        3    0.000    0.000    0.001    0.000 _browser.py:183(new_page)
        3    0.000    0.000    0.000    0.000 socket.py:496(_real_close)
       57    0.000    0.000    0.000    0.000 _models.py:74(_normalize_header_value)
       14    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       10    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        5    0.000    0.000    0.000    0.000 _page.py:208(<lambda>)
        1    0.000    0.000    0.000    0.000 _locator.py:763(FrameLocator)
       45    0.000    0.000    0.000    0.000 dataclasses.py:643(<genexpr>)
        1    0.000    0.000    0.000    0.000 subprocess.py:40(connection_made)
        2    0.000    0.000    0.000    0.000 interfaces.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _browser.py:65(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
      106    0.000    0.000    0.000    0.000 dataclasses.py:697(_is_kw_only)
        1    0.000    0.000    0.000    0.000 selectors.py:347(__init__)
       82    0.000    0.000    0.000    0.000 dataclasses.py:432(<genexpr>)
        1    0.000    0.000    0.000    0.000 selector_events.py:118(_make_self_pipe)
        2    0.000    0.000    0.000    0.000 _browser_context.py:737(_on_request)
        1    0.000    0.000    0.002    0.002 core.py:21(where)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:1680(__new__)
        7    0.000    0.000    0.000    0.000 cookiejar.py:620(request_host)
        1    0.000    0.000    0.002    0.002 pretty.py:1(<module>)
        2    0.000    0.000    0.000    0.000 idna.py:155(encode)
       34    0.000    0.000    0.000    0.000 _receivebuffer.py:147(is_next_line_obviously_invalid_request_line)
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        1    0.000    0.000    0.000    0.000 big5.py:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:85(UUID)
        2    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:1439(__init__)
        1    0.000    0.000    0.000    0.000 request.py:313(Request)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        2    0.000    0.000    0.000    0.000 _browser_context.py:742(_on_response)
        4    0.000    0.000    0.000    0.000 _urls.py:374(__str__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1356(add_cookie_header)
        1    0.000    0.000    0.000    0.000 runners.py:1(<module>)
        3    0.000    0.000    0.000    0.000 request.py:297(request_host)
       68    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        3    0.000    0.000    0.000    0.000 _connection.py:209(_add_event_handler)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        7    0.000    0.000    0.000    0.000 cookiejar.py:677(escape_path)
        1    0.000    0.000    0.000    0.000 _map.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 _generated.py:7534(Screencast)
        1    0.000    0.000    0.000    0.000 _urls.py:15(URL)
       14    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
      2/1    0.000    0.000    0.000    0.000 streams.py:671(read)
        1    0.000    0.000    0.000    0.000 wsgi.py:1(<module>)
       11    0.000    0.000    0.000    0.000 _models.py:195(raw)
        2    0.000    0.000    0.000    0.000 pathlib.py:731(parent)
       28    0.000    0.000    0.000    0.000 tokenize.py:376(read_or_stop)
        4    0.000    0.000    0.000    0.000 _urlparse.py:167(authority)
        4    0.000    0.000    0.000    0.000 sync.py:173(get_extra_info)
        2    0.000    0.000    0.000    0.000 {built-in method posix.pidfd_open}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 _generated.py:7147(ConsoleMessage)
        1    0.000    0.000    0.000    0.000 _errors.py:26(Error)
        2    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
        4    0.000    0.000    0.000    0.000 _models.py:328(__delitem__)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(exec_module)
        9    0.000    0.000    0.000    0.000 _models.py:346(__contains__)
        1    0.000    0.000    0.049    0.049 css.py:1(<module>)
        5    0.000    0.000    0.000    0.000 _page.py:277(_on_frame_attached)
        1    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        1    0.000    0.000    0.000    0.000 _network.py:801(Response)
       25    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 ipaddress.py:1914(IPv6Address)
        1    0.000    0.000    0.000    0.000 _generated.py:430(Response)
        9    0.000    0.000    0.000    0.000 cookiejar.py:1667(set_cookie)
        2    0.000    0.000    0.000    0.000 _models.py:321(__init__)
        1    0.000    0.000    0.000    0.000 css_match.py:544(CSSMatch)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _utils.py:1(<module>)
       37    0.000    0.000    0.000    0.000 _impl_to_api_mapping.py:37(register)
        2    0.000    0.000    0.000    0.000 element.py:1207(find_parents)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        8    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
      110    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
       48    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 traceback.py:248(FrameSummary)
        6    0.000    0.000    0.000    0.000 element.py:90(__getattr__)
        1    0.000    0.000    0.000    0.000 tempfile.py:824(SpooledTemporaryFile)
        2    0.000    0.000    0.000    0.000 _errors.py:51(__init__)
        1    0.000    0.000    0.000    0.000 _context_manager.py:1(<module>)
       82    0.000    0.000    0.000    0.000 dataclasses.py:1142(<genexpr>)
        1    0.000    0.000    0.000    0.000 _assertions.py:90(PageAssertions)
       23    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        1    0.000    0.000    0.000    0.000 futures.py:30(Future)
        5    0.000    0.000    0.000    0.000 _js_handle.py:52(__init__)
        1    0.000    0.000    0.101    0.101 ssl.py:449(wrap_socket)
        1    0.000    0.000    0.000    0.000 _client.py:1293(__exit__)
       95    0.000    0.000    0.000    0.000 {method 'isprintable' of 'str' objects}
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:686(__init__)
        1    0.000    0.000    1.949    1.949 _client.py:930(_send_handling_auth)
        1    0.000    0.000    0.000    0.000 unix_events.py:799(_call_connection_lost)
        1    0.000    0.000    0.000    0.000 utils.py:393(decode_params)
        1    0.000    0.000    0.000    0.000 _generated.py:7256(Debugger)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
        4    0.000    0.000    0.000    0.000 cookiejar.py:647(request_path)
        1    0.000    0.000    0.000    0.000 functools.py:732(_compose_mro)
        3    0.000    0.000    0.000    0.000 parse.py:1095(_splittype)
       24    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
       43    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
        1    0.000    0.000    0.000    0.000 _connection.py:327(cleanup)
        7    0.000    0.000    0.000    0.000 parse.py:871(quote)
        2    0.000    0.000    0.000    0.000 functools.py:818(dispatch)
       46    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        3    0.000    0.000    0.000    0.000 typing_extensions.py:814(runtime_checkable)
        1    0.000    0.000    0.000    0.000 _generated.py:18753(APIResponse)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1578(_cookies_from_attrs_set)
       16    0.000    0.000    0.000    0.000 inspect.py:1813(_shadowed_dict)
        1    0.000    0.000    0.000    0.000 _auth.py:175(DigestAuth)
        1    0.000    0.000    0.000    0.000 __init__.py:159(TreeBuilder)
        1    0.000    0.000    0.000    0.000 iso2022_kr.py:1(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:183(__new__)
        1    0.000    0.000    0.000    0.000 _urls.py:425(__init__)
        8    0.000    0.000    0.000    0.000 _page.py:1489(<lambda>)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:940(pop)
    16/10    0.000    0.000    0.000    0.000 typing.py:237(_type_repr)
        7    0.000    0.000    0.000    0.000 inspect.py:3308(signature)
        1    0.000    0.000    0.000    0.000 _event_context_manager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:170(close)
        7    0.000    0.000    0.000    0.000 dataclasses.py:882(_hash_add)
       18    0.000    0.000    0.000    0.000 enum.py:828(__members__)
      123    0.000    0.000    0.000    0.000 enum.py:251(__init__)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:522(_is_dunder)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
       41    0.000    0.000    0.000    0.000 _map.py:21(__init__)
        1    0.000    0.000    2.245    2.245 _client.py:771(request)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1246(CookieJar)
        3    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        7    0.000    0.000    0.000    0.000 dataclasses.py:675(_hash_fn)
        2    0.000    0.000    0.000    0.000 _testing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp932.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:257(HTTPResponse)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
        1    0.000    0.000    0.000    0.000 _generated.py:14173(CDPSession)
        1    0.000    0.000    0.000    0.000 socket.py:596(socketpair)
        2    0.000    0.000    0.000    0.000 _synchronization.py:281(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 _network.py:338(Route)
        1    0.000    0.000    0.000    0.000 selector_events.py:129(_read_from_self)
        1    0.000    0.000    0.000    0.000 anyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 message.py:699(get_param)
        2    0.000    0.000    0.000    0.000 _resources.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _generated.py:1203(WebSocketRoute)
        1    0.000    0.000    0.000    0.000 _context_manager.py:40(__enter__)
        4    0.000    0.000    0.000    0.000 _connection.py:93(_body_framing)
        1    0.000    0.000    0.000    0.000 models.py:12(CharsetMatch)
        1    0.000    0.000    0.000    0.000 _connection.py:262(__init__)
        1    0.000    0.000    0.000    0.000 _waiter.py:27(Waiter)
        6    0.000    0.000    0.000    0.000 inspect.py:2121(_signature_is_builtin)
        7    0.000    0.000    0.000    0.000 _frame.py:109(<lambda>)
        1    0.000    0.000    0.000    0.000 _page.py:345(_on_close)
        1    0.000    0.000    0.000    0.000 __init__.py:1282(ZipFile)
        2    0.000    0.000    0.000    0.000 _frame.py:351(query_selector_all)
